"city","name","resType","saleStatus","mainImg","detailUrl","addrExt1","addrExt2","address","area","price","totalprice","spiderUrl","actionUrl","currPage","totalPage","spiderStatus","downStatus","lon","lat"
"xa","当代上品湾ΜΟΜΛ","住宅","在售","https://image1.ljcdn.com/xf-resblock/eb3f72c2-9182-48e9-b2a6-71e3d72cef98.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_ddspwafmnh/","高陵","高陵","长庆东路与泾渭八路十字西南角","建面 85-130㎡","7950.0","总价86万/套起","https://xa.fang.lianjia.com/loupan/pg1","location=1&project_name=ddspwafmnh&recommend_log_info=","1",,"0","0","34.448174","109.025418"
"xa","元谷","商业类","在售","https://image1.ljcdn.com/xf-resblock/455329b5-93b4-4a2d-8063-700886ae3228.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_ygafrvf/","雁塔","高新","高新西二环与昆明路十字向西500米","建面 36-129㎡","17000.0","总价62万/套起","https://xa.fang.lianjia.com/loupan/pg1","location=2&project_name=ygafrvf&recommend_log_info=","1",,"0","0","34.25166","108.863073"
"xa","太白熙岸","住宅","在售","https://image1.ljcdn.com/xf-resblock/b9be197b-18d8-466f-a2a9-4c9d25eb5ef3.png.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_tbxaafscv/","眉县","眉县","太白山国际旅游渡假区汤峪二路","建面 53-113㎡","13500.0","总价72万/套起","https://xa.fang.lianjia.com/loupan/pg1","location=3&project_name=tbxaafscv&recommend_log_info=","1",,"0","0","33.953656","107.768085"
"xa","E客公寓·万象汇","商业类","在售","https://image1.ljcdn.com/xf-resblock/4cd61596-d85f-4751-bd02-8e85b5c0fc29.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_cwxhafsqm/","雁塔","高新","高新六路与科技一路十字东南角","建面 38-64㎡","26500.0","总价102万/套起","https://xa.fang.lianjia.com/loupan/pg1","location=4&project_name=cwxhafsqm&recommend_log_info=","1",,"0","0","34.228359","108.877138"
"xa","金地南湖艺境","底商","在售","https://image1.ljcdn.com/xf-resblock/c45e538f-4671-4491-89c2-aabdbb73840e.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_jdnhyjafsqy/","雁塔","曲江","新开门南路与唐华路交汇处东南角","建面 133-245㎡","16800.0","总价253万/套起","https://xa.fang.lianjia.com/loupan/pg1","location=5&project_name=jdnhyjafsqy&recommend_log_info=","1",,"0","0","34.197179","108.994644"
"xa","万科幸福臻园","住宅","未开盘","https://image1.ljcdn.com/xf-resblock/d14e430f-919e-4ba0-a0d0-c742eda1adb4.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_wkxfzyafsrz/","未央","经开","凤城五路与太华路十字向东约500米","建面 101-134㎡","13300.0","总价134万/套起","https://xa.fang.lianjia.com/loupan/pg1","location=6&project_name=wkxfzyafsrz&recommend_log_info=","1",,"0","0","34.361003","108.985309"
"xa","翼中心","住宅","在售","https://image1.ljcdn.com/xf-resblock/8e213a96-02ac-49aa-9939-5cbad670d64d.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_yzxaften/","雁塔","城南","电子四路鱼与太白南路交汇处东北角","建面 172㎡","23690.0","总价408万/套起","https://xa.fang.lianjia.com/loupan/pg1","location=7&project_name=yzxaften&recommend_log_info=","1",,"0","0","34.205061","108.901493"
"xa","龙湖双珑原著","别墅","在售","https://image1.ljcdn.com/xf-resblock/c44ad119-0871-44d9-b3d6-5e5e47fa26a8.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_lhslyzaftfn/","长安","长安","西沣路（西安电子科技大学北侧）","建面 228-351㎡","24000.0","总价548万/套起","https://xa.fang.lianjia.com/loupan/pg1","location=8&project_name=lhslyzaftfn&recommend_log_info=","1",,"0","0","108.834736","34.125763"
"xa","千林学府广场","住宅","在售","https://image1.ljcdn.com/xf-resblock/3711c2ad-8fb8-4838-8d5c-7d349496963e.JPG.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_qlxfgcaftjl/","西咸新区（西安）","西咸","统一路86号","建面 124-147㎡","9300.0","总价116万/套起","https://xa.fang.lianjia.com/loupan/pg1","location=9&project_name=qlxfgcaftjl&recommend_log_info=","1",,"0","0","122.117325","37.5065087"
"xa","英郡年华国际社区","住宅","未开盘","https://image1.ljcdn.com/xf-resblock/6a1f391d-c145-4ca9-a69f-a54d63c9eb60.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_yjnhaaqmz/","长安","长安","航天大道与神舟六路交汇处向南500米","建面 115㎡","10100.0",,"https://xa.fang.lianjia.com/loupan/pg1","location=10&project_name=yjnhaaqmz&recommend_log_info=","1",,"0","0","34.173136","108.990099"
"xa","桃源漫步","住宅","在售","https://image1.ljcdn.com/xf-resblock/053cac1c-8c21-427d-99f4-28715b06f82a.png.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_tymbaaqua/","灞桥","浐灞","金桥三路与浐河东路东南角","建面 127-192㎡","24000.0","总价186万/套起","https://xa.fang.lianjia.com/loupan/pg2","location=11&project_name=tymbaaqua&recommend_log_info=","2",,"0","0","34.304986","109.036026"
"xa","华远枫悦","住宅","未开盘","https://image1.ljcdn.com/xf-resblock/314cc860-90a0-4607-96ca-66c8592df2da.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_hyfyaaroy/","未央","经开","凤城五路与太华路十字向东400米路北","建面 95-143㎡","11500.0","总价109万/套起","https://xa.fang.lianjia.com/loupan/pg2","location=12&project_name=hyfyaaroy&recommend_log_info=","2",,"0","0","34.361003","108.985309"
"xa","荣民宫园美寓","商业类","在售","https://image1.ljcdn.com/xf-resblock/f22964ec-7091-4ebe-8b13-dcb06a6ac838.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_rmgymyaasjj/","莲湖","城北","未央路北稍门站（地铁安远门D口向北400米）","建面 46-97㎡","13200.0","总价129万/套起","https://xa.fang.lianjia.com/loupan/pg2","location=13&project_name=rmgymyaasjj&recommend_log_info=","2",,"0","0","34.284174","108.947238"
"xa","万丽骊宫","商业类","未开盘","https://image1.ljcdn.com/xf-resblock/fe1e18a9-4554-44f1-9ffc-7f59223cdec5.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_wllgaasnr/","临潼","临潼","凤凰大道与芷阳三路十字向西南方向约200米","建面 45-185㎡","12000.0","总价70万/套起","https://xa.fang.lianjia.com/loupan/pg2","location=14&project_name=wllgaasnr&recommend_log_info=","2",,"0","0","34.361901","109.174296"
"xa","保利心语花园","住宅","未开盘","https://image1.ljcdn.com/xf-resblock/aa6439d6-729d-4818-8582-0f2a59301958.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_blxyhyaasvk/","未央","浐灞","北辰大道与浐灞二路十字向东400米",,"13000.0",,"https://xa.fang.lianjia.com/loupan/pg2","location=15&project_name=blxyhyaasvk&recommend_log_info=","2",,"0","0","34.323774","109.015406"
"xa","绿地悦公馆","住宅","未开盘","https://image1.ljcdn.com/xf-resblock/e7971e73-4750-4ff3-a043-c9f44113eb43.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_ldyggaatns/","雁塔","城东","西影路与西延路十字东北角","建面 60㎡","价格待定","总价59万/套起","https://xa.fang.lianjia.com/loupan/pg2","location=16&project_name=ldyggaatns&recommend_log_info=","2",,"0","0","34.223376","108.976243"
"xa","普华浅水湾","住宅","在售","https://image1.ljcdn.com/xf-resblock/701e1fcd-69f6-4288-a934-1d3d05c80fbd.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_phqswaabzb/","灞桥","浐灞","灞桥生态湿地公园西邻, 柳雪路1008号",,"11000.0",,"https://xa.fang.lianjia.com/loupan/pg2","location=17&project_name=phqswaabzb&recommend_log_info=","2",,"0","0","109.0644547","34.3008556"
"xa","明威橡树湾","住宅","在售","https://image1.ljcdn.com/xf-resblock/f087fc8f-ca53-4bf4-b729-a66b02401954.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_mwxswaacaj/","长安","长安","广场北路与西部大道交汇处西南角","建面 164㎡","15000.0","总价246万/套起","https://xa.fang.lianjia.com/loupan/pg2","location=18&project_name=mwxswaacaj&recommend_log_info=","2",,"0","0","34.172476","108.927457"
"xa","万科城润园","住宅","在售","https://image1.ljcdn.com/xf-resblock/e872d52b-1321-4153-950c-dda410706a84.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_wkcryaavyz/","长安","长安","学府大街与居安路十字东南角（陕师大长安校区南门正对面）","建面 90-134㎡","11500.0","总价104万/套起","https://xa.fang.lianjia.com/loupan/pg2","location=19&project_name=wkcryaavyz&recommend_log_info=","2",,"0","0","34.148654","108.884297"
"xa","曲江汉华城","商业","在售","https://image1.ljcdn.com/xf-resblock/f874291a-e01f-4257-b6c7-c8d45be4eb67.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_qjhhcaaxgc/","雁塔","曲江","曲池北路与曲江大道交汇处西北方向","建面 50-88㎡","30000.0","总价114万/套起","https://xa.fang.lianjia.com/loupan/pg2","location=20&project_name=qjhhcaaxgc&recommend_log_info=","2",,"0","0","34.220097","108.986448"
"xa","南飞鸿广场","商业类","在售","https://image1.ljcdn.com/xf-resblock/556630c4-29e4-4228-ab62-6934776d4a3f.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_nfhgcaaxxc/","雁塔","长安","南三环与朱雀大街十字东南角","建面 36-51㎡","22000.0","总价79万/套起","https://xa.fang.lianjia.com/loupan/pg3","location=21&project_name=nfhgcaaxxc&recommend_log_info=","3",,"0","0","34.186512","108.950555"
"xa","自然界","住宅","在售","https://image1.ljcdn.com/xf-resblock/09fd046c-d827-4bbf-b73e-05b4bfea568e.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_zrjyqaaycl/","未央","浐灞","浐河东路中段","建面 98-272㎡","价格待定",,"https://xa.fang.lianjia.com/loupan/pg3","location=22&project_name=zrjyqaaycl&recommend_log_info=","3",,"0","0","34.319264","109.028142"
"xa","通泰曲江左岸","商业类","在售","https://image1.ljcdn.com/xf-resblock/27c60a63-b624-42ae-a895-231fddab9330.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_ttqjzaaayma/","雁塔","曲江","翠华路与雁南一路十字东北角","建面 60-120㎡","18000.0","总价108万/套起","https://xa.fang.lianjia.com/loupan/pg3","location=23&project_name=ttqjzaaayma&recommend_log_info=","3",,"0","0","108.956451","34.2117095"
"xa","MOMOPARK","商业类","在售","https://image1.ljcdn.com/xf-resblock/e218384b-4a37-4d0a-8f63-090566dc069a.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_momoparkaayti/","雁塔","城南","小寨西路与含光路交汇处向东50米","建面 45-96㎡","16000.0","总价72万/套起","https://xa.fang.lianjia.com/loupan/pg3","location=24&project_name=momoparkaayti&recommend_log_info=","3",,"0","0","34.219326","108.932896"
"xa","正荣彩虹谷","商业类","在售","https://image1.ljcdn.com/xf-resblock/6fde77b9-d85d-4ab4-9b0a-01a7e4904125.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_zrchgaazvk/","雁塔","曲江","雁翔路西北妇女儿童医院南侧","建面 52㎡","17000.0","总价89万/套起","https://xa.fang.lianjia.com/loupan/pg3","location=25&project_name=zrchgaazvk&recommend_log_info=","3",,"0","0","34.195975","109.011384"
"xa","金科天籁城","商业","在售","https://image1.ljcdn.com/xf-resblock/58ace995-8408-4816-9027-4e3072a0a35d.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_jktlcabaak/","未央","经开","太华北路与凤城二路十字东侧万达广场旁","建面 549㎡","15000.0","总价824万/套起","https://xa.fang.lianjia.com/loupan/pg3","location=26&project_name=jktlcabaak&recommend_log_info=","3",,"0","0","34.312551","108.976024"
"xa","蓝光公园华府","住宅","未开盘","https://image1.ljcdn.com/xf-resblock/4c9c5229-0f34-4ea8-a667-dfbc2d5ab697.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_lggyhfabalh/","未央","西咸","征和四路与天台路交叉口西南角","建面 110-134㎡","8800.0","总价97万/套起","https://xa.fang.lianjia.com/loupan/pg3","location=27&project_name=lggyhfabalh&recommend_log_info=","3",,"0","0","34.284929","108.822028"
"xa","阳光台365","别墅","在售","https://image1.ljcdn.com/xf-resblock/a0e8b864-a43f-4564-9a62-90874818763f.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_ygt365abbdh/","未央","城西","大白杨路与桃园北路交汇处","建面 261㎡","23000.0","总价600万/套起","https://xa.fang.lianjia.com/loupan/pg3","location=28&project_name=ygt365abbdh&recommend_log_info=","3",,"0","0","34.2876","108.902356"
"xa","华洲城云顶","住宅","在售","https://image1.ljcdn.com/xf-resblock/29080208-736a-4a0a-8a71-46faa85f2952.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_hzcydabbiy/","雁塔","城西","纬一路与经十四路交汇处西侧（邻富鱼路）","建面 95-116㎡","11420.0","总价108万/套起","https://xa.fang.lianjia.com/loupan/pg3","location=29&project_name=hzcydabbiy&recommend_log_info=","3",,"0","0","34.213198","108.841883"
"xa","长和国际","写字楼","在售","https://image1.ljcdn.com/xf-resblock/1b288286-6150-4582-a02b-a34e4adddf8b.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_chgjabbws/","未央","经开","凤城八路与明光路十字东南角","建面 101-154㎡","22000.0","总价162万/套起","https://xa.fang.lianjia.com/loupan/pg3","location=30&project_name=chgjabbws&recommend_log_info=","3",,"0","0","34.341001","108.929768"
"xa","华远锦悦中心","商业","在售","https://image1.ljcdn.com/xf-resblock/2e6dd9db-6ed9-476e-80df-cfda69cf9001.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_hyjyzxabcgd/","未央","经开","太华北路大明宫万达北200米","建面 900㎡","55000.0","总价4950万/套起","https://xa.fang.lianjia.com/loupan/pg4","location=31&project_name=hyjyzxabcgd&recommend_log_info=","4",,"0","0","34.319721","108.974096"
"xa","曲江芙蓉新天地","商业","在售","https://image1.ljcdn.com/xf-resblock/ea696ec9-f0e0-46aa-97cf-27181cbf5110.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_qjfrxtdabchm/","雁塔","曲江","曲江池西路和唐城墙遗址公园区","建面 550-2407㎡","35000.0","总价2200万/套起","https://xa.fang.lianjia.com/loupan/pg4","location=32&project_name=qjfrxtdabchm&recommend_log_info=","4",,"0","0","34.201927","108.978633"
"xa","高新大都荟","写字楼","在售","https://image1.ljcdn.com/xf-resblock/6f903e9a-f2f5-42f3-bd56-5399f2b07c6c.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_gxddhabcps/","雁塔","高新","科技路与高新四路十字西北角","建面 1385㎡","18500.0","总价2562万/套起","https://xa.fang.lianjia.com/loupan/pg4","location=33&project_name=gxddhabcps&recommend_log_info=","4",,"0","0","108.895102","34.2352922"
"xa","汇豪树中心","写字楼","在售","https://image1.ljcdn.com/xf-resblock/2e55417a-f55e-4fcc-b5f2-73190e1d0409.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_hhszxabcqb/","雁塔","高新","沣惠南路与科技三路交汇处向西150米","建面 91-1350㎡","16500.0","总价127万/套起","https://xa.fang.lianjia.com/loupan/pg4","location=34&project_name=hhszxabcqb&recommend_log_info=","4",,"0","0","34.222724","108.888064"
"xa","东城新市","写字楼","在售","https://image1.ljcdn.com/xf-resblock/b8ba8cd4-97f6-45d8-ad20-594074c39d3a.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_dcxyjtgjabcvi/","灞桥","浐灞","新寺纺渭路与纺北路十字口东北角","建面 43-100㎡","9000.0","总价38万/套起","https://xa.fang.lianjia.com/loupan/pg4","location=35&project_name=dcxyjtgjabcvi&recommend_log_info=","4",,"0","0","34.276313","109.064644"
"xa","曲江华著中城","商业","在售","https://image1.ljcdn.com/xf-resblock/505dff53-b3d4-4913-8f21-5c940a56a21a.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_qjhzzcabcyh/","雁塔","曲江","雁翔路与雁曲五路交汇处曲江大道东","建面 88-500㎡","20000.0","总价176万/套起","https://xa.fang.lianjia.com/loupan/pg4","location=36&project_name=qjhzzcabcyh&recommend_log_info=","4",,"0","0","34.204907","109.008202"
"xa","西安华南城","商业","在售","https://image1.ljcdn.com/xf-resblock/bbc7cba0-4df1-4d14-90fd-6bf9879c11a1.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_xahncabdbh/","灞桥","浐灞","国际港务区港务大道8号","建面 125㎡","9500.0","总价119万/套起","https://xa.fang.lianjia.com/loupan/pg4","location=37&project_name=xahncabdbh&recommend_log_info=","4",,"0","0","34.363346","109.064878"
"xa","东方亿象城","商业","在售","https://image1.ljcdn.com/xf-resblock/6bff51fb-642a-4433-a8fe-6b85fff19e93.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_dfyxcabdgr/","新城区","城东","新城区长乐西路","建面 110-240㎡","22000.0","总价286万/套起","https://xa.fang.lianjia.com/loupan/pg4","location=38&project_name=dfyxcabdgr&recommend_log_info=","4",,"0","0","34.269019","108.990271"
"xa","白桦林国际","写字楼","在售","https://image1.ljcdn.com/xf-resblock/122b121f-e6e4-431c-95d4-c35168223969.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_bhlgjabdgy/","未央","经开","文景路与凤城二路十字西北角文景公园旁","建面 200-378㎡","14500.0","总价548万/套起","https://xa.fang.lianjia.com/loupan/pg4","location=39&project_name=bhlgjabdgy&recommend_log_info=","4",,"0","0","34.31991","108.936402"
"xa","永威时代中心","写字楼","在售","https://image1.ljcdn.com/xf-resblock/a7aa7978-0dd8-40e5-8f79-3aa8ca5ecaf4.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_ywsdzxabdhc/","雁塔","高新","锦业一路与丈八二路十字东南角","建面 2075-2180㎡","20000.0","总价4150万/套起","https://xa.fang.lianjia.com/loupan/pg4","location=40&project_name=ywsdzxabdhc&recommend_log_info=","4",,"0","0","34.19144","108.88005"
"xa","鹏润悦秀城","商业","在售","https://image1.ljcdn.com/xf-resblock/a5d8481f-5f92-4dd6-8664-6f3b985353c6.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_pryxcabdhw/","长安","长安","大学城学府大道与书香路交汇处西北角向西三百米","建面 396-405㎡","18000.0","总价539万/套起","https://xa.fang.lianjia.com/loupan/pg5","location=41&project_name=pryxcabdhw&recommend_log_info=","5",,"0","0","34.159617","108.898167"
"xa","鑫苑大都汇","写字楼","在售","https://image1.ljcdn.com/xf-resblock/18c6397f-a979-479c-8090-05c711e5dcfa.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_xyddhabdik/","莲湖","城西","西二环与丰禾路交汇处向东300米","建面 167㎡","13000.0","总价217万/套起","https://xa.fang.lianjia.com/loupan/pg5","location=42&project_name=xyddhabdik&recommend_log_info=","5",,"0","0","34.280376","108.900933"
"xa","中铁缤纷新城","商业","在售","https://image1.ljcdn.com/xf-resblock/d9bb2743-fdab-40e7-b309-ab79376207af.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_ztbfxcabdja/","灞桥","浐灞","纺西街108号（原西北国棉六厂）","建面 357-1560㎡","13500.0","总价537万/套起","https://xa.fang.lianjia.com/loupan/pg5","location=43&project_name=ztbfxcabdja&recommend_log_info=","5",,"0","0","34.256454","109.06382"
"xa","京都国际","写字楼","在售","https://image1.ljcdn.com/xf-resblock/257e70af-eda1-4b0b-92b7-d7a5ec1b2ff5.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_jdgjabdob/","灞桥","浐灞","长乐东路堡子转盘东北角","建面 90㎡","11000.0","总价99万/套起","https://xa.fang.lianjia.com/loupan/pg5","location=44&project_name=jdgjabdob&recommend_log_info=","5",,"0","0","109.056384","34.276679"
"xa","正衡金融服务大厦","写字楼","在售","https://image1.ljcdn.com/xf-resblock/3e551a91-46c0-4f08-bde6-d691ff532483.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_zhjrfwdsabdoe/","长安","长安","航天基地雁塔南路","建面 100-420㎡","10000.0","总价100万/套起","https://xa.fang.lianjia.com/loupan/pg5","location=45&project_name=zhjrfwdsabdoe&recommend_log_info=","5",,"0","0","34.161708","108.964346"
"xa","华东万悦城","写字楼","在售","https://image1.ljcdn.com/xf-resblock/2c91a4be-41b3-4407-a9ae-2bcba81cb0d9.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_hdwycabdro/","新城区","城东","长乐西路128号","建面 170㎡","11500.0","总价190万/套起","https://xa.fang.lianjia.com/loupan/pg5","location=46&project_name=hdwycabdro&recommend_log_info=","5",,"0","0","34.269391","108.977846"
"xa","巍然大厦","写字楼","在售","https://image1.ljcdn.com/xf-resblock/193c1944-da0d-4f7f-9d4e-324a04d195f7.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_wrdsabdve/","未央","经开","经济技术开发区凤城三路3号","建面 350-2000㎡","16000.0","总价525万/套起","https://xa.fang.lianjia.com/loupan/pg5","location=47&project_name=wrdsabdve&recommend_log_info=","5",,"0","0","34.322423","108.94507"
"xa","开远半岛广场","底商","在售","https://image1.ljcdn.com/xf-resblock/38fdfb17-d69f-4eb6-8105-ba0211403246.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_kybdgcabebg/","莲湖","城西","土门坊和沣惠南路交汇处北侧","建面 81-1987㎡","50000.0","总价405万/套起","https://xa.fang.lianjia.com/loupan/pg5","location=48&project_name=kybdgcabebg&recommend_log_info=","5",,"0","0","34.26692","108.888211"
"xa","欧亚国际","底商","在售","https://image1.ljcdn.com/xf-resblock/6b1a4db7-0c9b-4e07-8eaa-a5019aa3d333.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_oygjabeec/","未央","浐灞","欧亚大道666号（东邻凯宾斯基酒店）","建面 75-765㎡","31000.0","总价232万/套起","https://xa.fang.lianjia.com/loupan/pg5","location=49&project_name=oygjabeec&recommend_log_info=","5",,"0","0","34.337352","109.017378"
"xa","龙记观澜国际","底商","在售","https://image1.ljcdn.com/xf-resblock/1fde9968-ebbb-476c-be98-3e4a4100090e.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_ljglgjabeef/","雁塔","高新","科技二路与高新六路十字西南角","建面 198-1500㎡","40000.0","总价792万/套起","https://xa.fang.lianjia.com/loupan/pg5","location=50&project_name=ljglgjabeef&recommend_log_info=","5",,"0","0","108.8772854","34.2255965"
"xa","贰号大院","底商","在售","https://image1.ljcdn.com/xf-resblock/1c1327e7-a190-4f40-ba1a-1d1f96f99dca.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_ehdyabeei/","未央","经开","凤城七路与永徽路十字西北角（未央路以东）","建面 131-1200㎡","28000.0","总价458万/套起","https://xa.fang.lianjia.com/loupan/pg6","location=51&project_name=ehdyabeei&recommend_log_info=","6",,"0","0","108.9571701","34.3368294"
"xa","万科金色悦城","商业","在售","https://image1.ljcdn.com/xf-resblock/e4ba5be5-bfb8-4da1-b5e2-3032272cc93b.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_wkjsycabeek/","莲湖","城西","枣园西路皂河地铁站向东200米路北","建面 361㎡","17000.0","总价615万/套起","https://xa.fang.lianjia.com/loupan/pg6","location=52&project_name=wkjsycabeek&recommend_log_info=","6",,"0","0","34.285417","108.859071"
"xa","万象春天","底商","在售","https://image1.ljcdn.com/xf-resblock/4cec8acb-8308-434a-b536-5a41e626f6a4.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_wxctabeew/","雁塔","城南","电子正街南延伸段","建面 197-198㎡","35000.0","总价693万/套起","https://xa.fang.lianjia.com/loupan/pg6","location=53&project_name=wxctabeew&recommend_log_info=","6",,"0","0","34.173004","108.917884"
"xa","长乐府","商业","在售","https://image1.ljcdn.com/xf-resblock/f8a6f767-07ea-400b-b2b9-b73d9e217d45.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_cyfabeff/","灞桥","浐灞","地铁一号线长乐坡站路南200米","建面 41-131㎡","25000.0","总价103万/套起","https://xa.fang.lianjia.com/loupan/pg6","location=54&project_name=cyfabeff&recommend_log_info=","6",,"0","0","34.267299","109.031331"
"xa","长庆坊玺岸","底商","在售","https://image1.ljcdn.com/xf-resblock/673eeb33-4d26-4118-b96d-99ea8355e0c8.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_cqfxaabegm/","雁塔","曲江","雁南一路与翠华南路十字西北角","建面 33-97㎡","40000.0","总价180万/套起","https://xa.fang.lianjia.com/loupan/pg6","location=55&project_name=cqfxaabegm&recommend_log_info=","6",,"0","0","34.215105","108.956235"
"xa","水晶新天地","写字楼","在售","https://image1.ljcdn.com/xf-resblock/a6bc3506-b552-40c7-b670-716916327283.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_sjxtdabeis/","未央","经开","凤城八路与渭滨路十字西北角","建面 2546㎡","15500.0","总价3946万/套起","https://xa.fang.lianjia.com/loupan/pg6","location=56&project_name=sjxtdabeis&recommend_log_info=","6",,"0","0","34.341028","108.965558"
"xa","宏信国际花园","底商","在售","https://image1.ljcdn.com/xf-resblock/4c88c300-6355-461f-99b0-d7964ca461bc.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_hxgjhyabeiv/","碑林","曲江","南门广场东100米","建面 10-100㎡","42000.0","总价35万/套起","https://xa.fang.lianjia.com/loupan/pg6","location=57&project_name=hxgjhyabeiv&recommend_log_info=","6",,"0","0","34.249442","108.946783"
"xa","汇诚国际","写字楼","在售","https://image1.ljcdn.com/xf-resblock/a7e0c39c-8c13-4759-8baf-e42f3bf82271.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_hcgjabeji/","雁塔","高新","高新五路4号","建面 1440㎡","20000.0","总价2880万/套起","https://xa.fang.lianjia.com/loupan/pg6","location=58&project_name=hcgjabeji&recommend_log_info=","6",,"0","0","34.230813","108.891866"
"xa","金叶新城","底商","在售","https://image1.ljcdn.com/xf-resblock/bca830cc-ffdb-428b-9894-61d0a74f89b2.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_jyxcabejj/","未央","城西","朱宏路与梨园路十字西北角","建面 250-1739㎡","35000.0","总价876万/套起","https://xa.fang.lianjia.com/loupan/pg6","location=59&project_name=jyxcabejj&recommend_log_info=","6",,"0","0","34.292759","108.922131"
"xa","通泰曲江左岸","底商","在售","https://image1.ljcdn.com/xf-resblock/27c60a63-b624-42ae-a895-231fddab9330.jpg.592x432.jpg","https://xa.fang.lianjia.com/loupan/loupan/p_ttqjzaabekg/","雁塔","曲江","翠华路与雁南一路十字东北角","建面 68-860㎡","30000.0","总价190万/套起","https://xa.fang.lianjia.com/loupan/pg6","location=60&project_name=ttqjzaabekg&recommend_log_info=","6",,"0","0","34.211665","108.956401"
